common_count,discipline complementarity score
23,0.005255941
20,0.005238345
1137,0.005197477
197,0.005190494
1137,0.00509742
768,0.005080474
201,0.004968115
35,0.004968062
1281,0.004957526
204,0.004954583
961,0.004920635
4676,0.004903344
124,0.004859315
1080,0.004858365
677,0.004842044
49,0.004805806
62,0.004764466
413,0.004587462
2148,0.004482826
2207,0.004473634
669,0.004427649
707,0.004352751
943,0.004309774
4139,0.004308801
12,0.004288778
661,0.004285112
21,0.00420926
106,0.004154256
1064,0.004152001
387,0.004130071
12,0.004112406
19,0.004108108
499,0.003905883
235,0.00389815
45,0.003870302
520,0.003823023
27,0.00374428
627,0.003724362
10,0.003717472
138,0.003693197
949,0.003637451
4592,0.003548593
682,0.003488366
27,0.003474009
3467,0.003402733
3380,0.003313274
874,0.003303087
593,0.003298971
427,0.003245939
610,0.003178242
32,0.003162993
6,0.003154574
79,0.003117724
301,0.003096899
20,0.003095975
2923,0.003047913
2895,0.003036762
615,0.002833644
3621,0.002798646
1302,0.002745625
10,0.002742732
356,0.002706237
2752,0.002705631
41,0.0026995
244,0.002676466
63,0.002651962
9,0.002623142
1229,0.002590892
87,0.002558222
327,0.002548019
3246,0.002512868
235,0.002512858
123,0.002503766
372,0.002499714
223,0.002493096
225,0.002473778
220,0.002444526
2427,0.002390273
508,0.002365872
605,0.002344216
443,0.002308819
495,0.002272706
19,0.002255996
339,0.002245807
572,0.002232692
2216,0.002184295
480,0.002164775
9,0.002163462
24,0.002156528
74,0.002148228
546,0.002129078
207,0.002113647
24,0.002073255
1941,0.002034165
315,0.002001372
62,0.001974585
196,0.001966036
71,0.001952051
68,0.001941637
2491,0.001930397
176,0.001922153
878,0.001847052
180,0.001826595
40,0.001768816
2263,0.001753497
253,0.001710904
344,0.001705977
1733,0.00170573
57,0.001698653
33,0.001637148
43,0.001632684
166,0.001629192
152,0.001601332
1493,0.00156275
27,0.001554225
405,0.001534643
23,0.001524592
62,0.001524503
4,0.001514005
156,0.001513593
5,0.001467998
1855,0.001438003
23,0.00141879
679,0.001416159
185,0.00141513
8,0.001409692
207,0.001390101
299,0.001382403
16,0.001367755
45,0.001284357
24,0.001282394
1225,0.00127664
18,0.001274968
44,0.001267756
171,0.001243347
116,0.001241518
115,0.001230091
46,0.001212696
24,0.001209738
7,0.0011974
10,0.001176056
111,0.001175835
18,0.001150013
538,0.001139126
34,0.001127844
103,0.001107551
37,0.001103753
105,0.001090014
49,0.001083017
2,0.001060445
95,0.001053495
153,0.001043557
6,0.001042753
496,0.001039429
2,0.001030928
26,0.001014991
12,0.001010016
8,0.001009719
477,0.001006234
462,0.000978527
2,0.000953743
94,0.000944733
24,0.0009431
180,0.00093106
3,0.00092081
7,0.000900437
1,0.000880282
25,0.000878827
4,0.000876424
32,0.000869376
6,0.000839631
10,0.00083689
790,0.00082896
71,0.000749966
755,0.000744125
10,0.000735835
5,0.000724428
12,0.000705094
151,0.00070391
138,0.000687645
316,0.000670455
854,0.000662209
142,0.000661219
129,0.000655558
24,0.000648894
617,0.000646388
21,0.000641496
24,0.000626877
91,0.000625959
8,0.000621552
611,0.000602885
123,0.000574195
14,0.000565154
52,0.000554832
118,0.000552468
705,0.000545311
702,0.000544518
2,0.000544366
3,0.000533239
21,0.000529648
69,0.000520543
67,0.000518753
74,0.000509558
234,0.000494791
7,0.000491815
21,0.000490563
2,0.000490076
496,0.000489161
62,0.000480877
456,0.000478769
1,0.000473709
44,0.000461826
59,0.000461038
67,0.000458468
456,0.000449548
4,0.000448682
5,0.000438404
5,0.000432713
62,0.000428947
109,0.000426291
4,0.000426212
16,0.000415175
4,0.000414938
393,0.000412353
87,0.000407166
407,0.000401131
77,0.000398549
6,0.000391313
15,0.000389884
10,0.000387567
181,0.000383403
365,0.000383352
388,0.000382847
55,0.000377177
1,0.000376081
358,0.000375706
372,0.000367034
1,0.000352361
450,0.000348919
444,0.000344524
83,0.000324315
2,0.000316056
46,0.000312998
29,0.000308013
305,0.000299568
64,0.000299254
8,0.000297033
26,0.000287627
4,0.00028175
4,0.000278416
3,0.00027729
9,0.00027349
276,0.00027183
39,0.000266399
68,0.000265668
338,0.000262169
2,0.0002589
246,0.000258397
121,0.000255696
48,0.000249387
320,0.000248325
8,0.000242395
2,0.000239349
6,0.00023454
6,0.000230388
3,0.000225479
44,0.000225461
28,0.000218653
1,0.000216403
3,0.000212104
1,0.0002096
1,0.000208725
19,0.000206746
3,0.000202977
1,0.000201045
2,0.000192437
2,0.000192068
2,0.000188519
2,0.000185065
174,0.000182745
1,0.000180865
6,0.000177636
1,0.000177525
38,0.000176387
1,0.00017301
1,0.000171468
44,0.0001709
34,0.000158971
1,0.00015387
23,0.000153525
2,0.000153186
39,0.000152452
14,0.000150555
193,0.00014975
151,0.000149054
21,0.000144605
18,0.000140387
35,0.000136506
1,0.000136426
5,0.00013594
1,0.000135208
60,0.000127218
1,0.000125786
2,0.000125683
1,0.00012536
58,0.000122531
55,0.000116787
110,0.000115502
3,0.000112036
4,0.000111173
4,0.000110391
27,0.000105787
1,0.00010533
1,9.81E-05
1,9.51E-05
1,9.48E-05
17,8.84E-05
1,8.81E-05
8,8.81E-05
1,8.79E-05
107,8.29E-05
106,8.22E-05
2,8.07E-05
2,8.02E-05
2,7.75E-05
1,7.62E-05
2,7.38E-05
13,6.70E-05
63,6.60E-05
2,6.32E-05
29,6.15E-05
2,6.11E-05
2,5.92E-05
5,5.44E-05
2,5.41E-05
7,5.39E-05
54,5.33E-05
11,5.16E-05
4,4.31E-05
11,4.27E-05
4,4.20E-05
1,4.04E-05
19,4.03E-05
1,3.81E-05
1,3.53E-05
5,3.46E-05
3,3.36E-05
3,3.35E-05
6,3.13E-05
39,3.03E-05
1,2.92E-05
37,2.87E-05
27,2.84E-05
1,2.83E-05
26,2.73E-05
1,2.67E-05
25,2.63E-05
3,2.36E-05
3,2.36E-05
22,2.31E-05
2,2.24E-05
2,2.16E-05
3,2.06E-05
9,1.91E-05
4,1.88E-05
19,1.88E-05
24,1.86E-05
16,1.58E-05
16,1.58E-05
2,1.57E-05
3,1.55E-05
2,1.54E-05
2,1.38E-05
13,1.28E-05
3,1.18E-05
11,1.09E-05
12,9.32E-06
2,9.28E-06
4,8.50E-06
1,6.91E-06
1,6.81E-06
5,5.26E-06
1,4.70E-06
2,4.25E-06
1,3.92E-06
3,3.15E-06
4,3.11E-06
3,2.33E-06
3,2.33E-06
2,1.55E-06
